135552,Fresh Whole Cauliflower Each,$2.90,$2.90 / 1EA,/shop/productdetails/135552/fresh-whole-cauliflower
702156,Woolworths Rainbow Coleslaw 300g,$3.00,$10.00 / 1KG,/shop/productdetails/702156/woolworths-rainbow-coleslaw
173264,Woolworths Yellow Squash 250g Punnet,$5.50,$22.00 / 1KG,/shop/productdetails/173264/woolworths-yellow-squash
245902,Lime Fresh Each,$1.16,$1.16 / 1EA,/shop/productdetails/245902/lime-fresh
56534,Woolworths Green Goodness Salad Bowl 240g,$6.50,$27.08 / 1KG,/shop/productdetails/56534/woolworths-green-goodness-salad-bowl-salad-bowl
651492,Mandarin Tangold Seedless Each,$0.46,$0.46 / 1EA,/shop/productdetails/651492/mandarin-tangold-seedless
154991,Pak Choy Baby Asian Greens Each,$2.50,$2.50 / 1EA,/shop/productdetails/154991/pak-choy-baby-asian-greens
306510,Macro Organic Banana Each,$1.08,$1.08 / 1EA,/shop/productdetails/306510/macro-organic-banana
139645,Leek Fresh Each,$2.50,$2.50 / 1EA,/shop/productdetails/139645/leek-fresh
134072,Beans Round Per Kg,$5.90,$5.90 / 1KG,/shop/productdetails/134072/beans-round
642106,Woolworths Chicken Caesar Salad Bowl 180g,$6.00,$40.00 / 1KG,/shop/productdetails/642106/woolworths-chicken-caesar-salad-bowl-caesar-bowl
745467,Woolworths Celery Sticks 300g Punnet,$4.50,$15.00 / 1KG,/shop/productdetails/745467/woolworths-celery-sticks
659179,Premium Strawberries Punnet 350g,N/A,N/A,/shop/productdetails/659179/strawberry-premium-strawberries-punnet
135918,Celery Fresh Bunch,$3.90,$3.90 / 1EA,/shop/productdetails/135918/celery-fresh
775369,The Odd Bunch Avocado Prepacked 1kg,$5.50,$5.50 / 1KG,/shop/productdetails/775369/the-odd-bunch-avocado-prepacked
259514,Lemon Fresh Each,$1.38,$1.38 / 1EA,/shop/productdetails/259514/lemon-fresh
147981,Woolworths White Cup Sliced Mushroom Punnet 200g,$3.00,$15.00 / 1KG,/shop/productdetails/147981/woolworths-white-cup-sliced-mushroom-punnet
139238,Kiwi Fruit Green Each,$0.95,$0.95 / 1EA,/shop/productdetails/139238/kiwi-fruit-green
583615,Woolworths Cook Roast Mixed Vegetables With Garlic & Rosemary 500g,$5.50,$11.00 / 1KG,/shop/productdetails/583615/woolworths-cook-roast-mixed-vegetables-with-garlic-rosemary
120037,Pumpkin Kent Each,$4.50,$4.50 / 1EA,/shop/productdetails/120037/pumpkin-kent
699902,Woolworths Truss Tomatoes Vine Ripened Punnet 500g,N/A,N/A,/shop/productdetails/699902/woolworths-truss-tomatoes-vine-ripened-punnet
186910,Avocado Shepard Each,N/A,N/A,/shop/productdetails/186910/avocado-shepard
169160,Woolworths Caesar Salad Kit Tub 250g,N/A,N/A,/shop/productdetails/169160/woolworths-caesar-salad-kit-tub
800774,The Odd Bunch Pear Prepacked 1kg,$2.30,$2.30 / 1KG,/shop/productdetails/800774/the-odd-bunch-pear-prepacked
149963,Woolworths Mushrooms Cups 500g Punnet,$7.50,$15.00 / 1KG,/shop/productdetails/149963/woolworths-mushrooms-cups
194947,Baby Spinach Loose Per Kg,$17.00,$17.00 / 1KG,/shop/productdetails/194947/baby-spinach-loose
124751,Woolworths Red Onions 1kg Bag,$3.90,$3.90 / 1KG,/shop/productdetails/124751/woolworths-red-onions
139033,Woolworths Cook Stir-fry Traditional Vegetables 400g,$5.00,$12.50 / 1KG,/shop/productdetails/139033/woolworths-cook-stir-fry-traditional-vegetables
830353,The Odd Bunch Lemon Prepacked 500g,$3.10,$6.20 / 1KG,/shop/productdetails/830353/the-odd-bunch-lemon-prepacked
149374,Corn Sweet Each,$1.20,$1.20 / 1EA,/shop/productdetails/149374/corn-sweet
405838,Grapes Red Seedless Each,$3.33,$3.33 / 1EA,/shop/productdetails/405838/grapes-red-seedless
443314,Woolworths Cook Stir Fry Vegetable Super Foods 250g,$3.00,$12.00 / 1KG,/shop/productdetails/443314/woolworths-cook-stir-fry-vegetable-super-foods
703808,Woolworths Beetroot & Feta Salad Kit 270g,$6.00,$22.22 / 1KG,/shop/productdetails/703808/woolworths-beetroot-feta-salad-kit-salad-kit
56533,Woolworths Chicken Buffalo Salad Bowl 180g,$6.50,$36.11 / 1KG,/shop/productdetails/56533/woolworths-chicken-buffalo-salad-bowl-salad-bowl
267084,Zespri Sungold Kiwifruit Each,$1.20,$1.20 / 1EA,/shop/productdetails/267084/woolworths-sungold-kiwifruit-gold
847873,Woolworths Lettuce Butter 170g,$4.00,$23.53 / 1KG,/shop/productdetails/847873/woolworths-lettuce-butter
262398,Tangelo Minneola Each,$0.90,$0.90 / 1EA,/shop/productdetails/262398/tangelo-minneola
594774,Avocado Fresh 5 Pack,$6.50,$1.30 / 1EA,/shop/productdetails/594774/avocado-fresh
824508,The Odd Bunch Carrot Prepacked 1kg,$1.10,$1.10 / 1KG,/shop/productdetails/824508/the-odd-bunch-carrot-prepacked
106218,Bananas Kids 5 Pack,$3.50,$3.50 / 1EA,/shop/productdetails/106218/bananas-kids
137546,Eggplant Fresh Each,$2.53,$2.53 / 1EA,/shop/productdetails/137546/eggplant-fresh
314075,Mandarin Afourer Each,$0.36,$0.36 / 1EA,/shop/productdetails/314075/mandarin-afourer
143304,Woolworths Mushrooms Cups 200g Punnet,$3.00,$15.00 / 1KG,/shop/productdetails/143304/woolworths-mushrooms-cups
244637,Woolworths Brushed Potatoes Bag 2kg,$5.50,$2.75 / 1KG,/shop/productdetails/244637/woolworths-brushed-potatoes-bag
459369,Zerella Fresh Zerella Fresh Spudlite Baby Potato Pack Bag 750g,$3.00,$4.00 / 1KG,/shop/productdetails/459369/zerella-fresh-spudlite-baby-potato-pack-bag
139897,Woolworths Corn Sweet 500g Pack,$4.90,$9.80 / 1KG,/shop/productdetails/139897/woolworths-corn-sweet
663649,Perfection Kumato Tomato Punnet 300g,N/A,N/A,/shop/productdetails/663649/perfection-kumato-tomato-punnet
144427,Woolworths Brown Onions Bag 2kg,N/A,N/A,/shop/productdetails/144427/woolworths-brown-onions-bag
663734,The Salad Servers Turmeric Cauliflower & Cranberry Salad 300g,$6.95,$2.32 / 100G,/shop/productdetails/663734/the-salad-servers-turmeric-cauliflower-cranberry-salad
134932,Woolworths Green Cabbage Half Each,$3.95,$3.95 / 1EA,/shop/productdetails/134932/woolworths-green-cabbage
120230,Woolworths Mixed Vegetables Soup Starter With Celery 1kg Punnet,$4.90,$4.90 / 1KG,/shop/productdetails/120230/woolworths-mixed-vegetables-soup-starter-with-celery
742824,Woolworths Carrot Mini 500g,$1.20,$2.40 / 1KG,/shop/productdetails/742824/woolworths-carrot-mini
757488,Woolworths Potato Mini Microwavable White Bag 500g,$2.50,$5.00 / 1KG,/shop/productdetails/757488/woolworths-potato-mini-microwavable-white-bag
